SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEUNIT;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;EMITENTNAME;INN;LOTSIZE
RU000A0JWSQ7;Мордовия03;Мордовия 34003 обл.;Региональные облигации;RU000A0JWSQ7;RU34003MOR0;3;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Республики Мордовия;1300050318;1
RU000A0JWST1;ГТЛК БО-08;ГосТранспортЛизингКомп БО-08;Биржевые облигации;RU000A0JWST1;4B02-08-32432-H;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1
RU000A0JWT75;ТамбовОбл2;ФУ Тамбовской области 35002;Региональные облигации;RU000A0JWT75;RU35002TMB0;1;RUB;TQCB;Т+: Облигации - безадрес.;Финансовое управление Тамбовской области;6831001090;1
RU000A0JWT91;Удмурт2016;Удмуртская респ. обл. 2016;Региональные облигации;RU000A0JWT91;RU35002UDM0;3;RUB;TQCB;Т+: Облигации - безадрес.;Правительство Удмуртской Республики в лице Министерства финансов Удмуртской Республики;1831041689;1
RU000A0JWTH4;ТрансКонБ2;ТрансКонтейнер ПАО БО-02;Биржевые облигации;RU000A0JWTH4;4B02-02-55194-E;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Центр по перевозке грузов в контейнерах ""ТрансКонтейнер""";7708591995;1
RU000A0JWTL6;ПочтаРосБ3;Почта России (АО) БО-03;Биржевые облигации;RU000A0JWTL6;4B02-03-00005-T;3;RUB;TQCB;Т+: Облигации - безадрес.;"акционерное общество ""Почта России""";7724490000;1
RU000A0JWTN2;Ростел1P1R;Ростелеком ПАО 001P-01R;Биржевые облигации;RU000A0JWTN2;4B02-01-00124-A-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Ростелеком""";7707049388;1
RU000A0JWTV5;ГТЛК 1P-01;ГосТранспортЛизингКомп 001P-01;Биржевые облигации;RU000A0JWTV5;4B02-01-32432-H-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1
RU000A0JWU23;ТКК кл.Б;ООО Трансп.Концесс.Комп. кл.Б;Корпоративные облигации;RU000A0JWU23;4-02-36523-R;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Транспортная концессионная компания""";6952036026;1
RU000A0JWU31;ТКК кл. А1;ООО Трансп.Концесс.Комп. кл.A1;Корпоративные облигации;RU000A0JWU31;4-01-36523-R;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Транспортная концессионная компания""";6952036026;1
RU000A0JWU98;ЛСР БО 1Р1;Группа ЛСР ПАО БО 001Р-01;Биржевые облигации;RU000A0JWU98;4B02-01-55234-E-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Группа ЛСР""";7838360491;1
RU000A0JWUB5;РосбнБО12;РОСБАНК ПАО обл. БО12;Биржевые облигации;RU000A0JWUB5;4B021203338B;2;RUB;TQCB;Т+: Облигации - безадрес.;Публичное акционерное общество РОСБАНК;7730060164;1
RU000A0JWUD1;ИКС5Фин1P1;ИКС 5 ФИНАНС 001P-01;Биржевые облигации;RU000A0JWUD1;4B02-01-36241-R-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ИКС 5 ФИНАНС""";7715630469;1
RU000A0JWUE9;СберБ БО37;Сбербанк ПАО БО-37;Биржевые облигации;RU000A0JWUE9;4B023701481B;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A0JWUV3;Новсиб2016;Новосибирская область 2016;Региональные облигации;RU000A0JWUV3;RU34017ANO0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов и налоговой политики Новосибирской области;5406634649;1
RU000A0JWUX9;АльфаБО-17;Альфа-Банк АО обл. БО-17;Биржевые облигации;RU000A0JWUX9;4B021701326B;3;RUB;TQCB;Т+: Облигации - безадрес.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1
RU000A0JWV63;РСХБ 08Т1;"""Россельхозбанк"" (АО) обл.08Т1";Корпоративные облигации;RU000A0JWV63;43603349B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
RU000A0JWV89;Акрон Б1P1;Акрон (ПАО) БО-001P-01;Биржевые облигации;RU000A0JWV89;4B02-01-00207-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Акрон""";5321029508;1
RU000A0JWVB3;КонцесВ 03;Концессии водоснабжения ООО 03;Корпоративные облигации;RU000A0JWVB3;4-03-36487-R-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Концессии водоснабжения""";3460019060;1
RU000A0JWVC1;ТрнфБО1P4;Транснефть ПАО БО-001P-04;Биржевые облигации;RU000A0JWVC1;4B02-04-00206-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Транснефть""";7706061801;1
RU000A0JWVL2;ЕвропланБ7;АО ЛК Европлан БО-07;Биржевые облигации;RU000A0JWVL2;4B02-07-56453-P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Лизинговая компания ""Европлан""";9705101614;1
RU000A0JWVT5;РЕСОЛизБ05;РЕСО-Лизинг ООО БО-5;Биржевые облигации;RU000A0JWVT5;4B02-05-36419-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1
RU000A0JWWG0;ПКБ БО-01;Первое кол.бюро НАО БО-01;Биржевые облигации;RU000A0JWWG0;4B02-01-32831-F;3;RUB;TQCB;Т+: Облигации - безадрес.;"Непубличное акционерное общество ""Первое коллекторское бюро""";2723115222;1
RU000A0JWWM8;ТрансФ1P01;ТрансФин-М ПАО 001P-01;Биржевые облигации;RU000A0JWWM8;4B02-01-50156-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1
RU000A0JWWX5;РГ Лиз 01;РГ Лизинг 01;Корпоративные облигации;RU000A0JWWX5;4-01-36506-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""РЕГИОН Групп Лизинг""";7717540595;1
RU000A0JWX04;БашнфтБО9;"ПАО ""АНК ""Башнефть"" БО-09";Биржевые облигации;RU000A0JWX04;4B02-09-00013-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";274051582;1
RU000A0JWX87;ОмскОб2016;Омская обл. 35003 обл.;Региональные облигации;RU000A0JWX87;RU35003OMS0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Омской области;5503078620;1
RU000A0JWXF0;КрасЯрКр12;Красноярский край  обл.12;Региональные облигации;RU000A0JWXF0;RU34012KNA0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Красноярского края;2460071533;1
RU000A0JWXQ7;Хакас2016;Хакасия 2016 об.35006;Региональные облигации;RU000A0JWXQ7;RU35006HAK0;3;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Республики Хакасия;1901019947;1
RU000A0JWY29;СтаврКрай3;Ставропольский край 2016 обл.3;Региональные облигации;RU000A0JWY29;RU35003STV0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Ставропольского края;2634038135;1
RU000A0JWYJ0;Самолет 01;"Группа компаний ""Самолет"" 01";Корпоративные облигации;RU000A0JWYJ0;4-01-36522-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Группа компаний ""Самолет""";9731004688;1
RU000A0JWYK8;ПолиплБ03;Полипласт АО БО-03;Биржевые облигации;RU000A0JWYK8;4B02-03-06757-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Полипласт""";7708186108;1
RU000A0JWYQ5;СистемБ1P4;"АФК ""Система"" ПАО БО 001P-04";Биржевые облигации;RU000A0JWYQ5;4B02-04-01669-A-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ ""СИСТЕМА""";7703104630;1
RU000A0JWZ10;ТомскАдм 6;Адм. г.Томск 2016;Муниципальные облигации;RU000A0JWZ10;RU34006TOM1;3;RUB;TQCB;Т+: Облигации - безадрес.;Администрация Города Томска;7017004461;1
RU000A0JWZ77;СвердлОб3;Свердловская обл. 03;Региональные облигации;RU000A0JWZ77;RU35003SVS0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Свердловской области;6661004608;1
RU000A0JWZM1;КОМИ 13 об;Республика Коми 2016 13 обл.;Региональные облигации;RU000A0JWZM1;RU35013KOM0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Республики Коми;1101481969;1
RU000A0JWZT6;Росбн18ИП;РОСБАНК ПАО обл.18-ИП;Корпоративные облигации;RU000A0JWZT6;41803338B;3;RUB;TQCB;Т+: Облигации - безадрес.;Публичное акционерное общество РОСБАНК;7730060164;1
